imgID_id,filePath,GLS,NCLB,PLS,CR,SR,NoFoliarSymptoms,Other,UnidentifiedDisease
1746,2012_03_IMG_6385_maize_diverse JM (1)-C-Ac.JPG,1,0,0,0,0,0,0,0
1523,2012_03_DSC1700_maize_diverse (1)-C-AC-DK-273.JPG,1,0,0,0,0,0,0,1
1765,2012_03_IMG_6468_maize_diverse JM-R-Pn.JPG,0,0,0,0,0,1,0,0
1784,2012_03_IMG_6422_maize_diverse JM-R-Pn.JPG,0,0,0,0,0,0,0,1
550,20190313_153809.jpg,0,0,1,0,0,0,0,0
97,2019-03-13--Cedara-(DKB)-DSC_0082.JPG,0,0,0,0,0,0,0,1
900,IMG_20190316_080643.jpg,0,0,0,1,0,0,0,0
2130,20200309_093027.jpg,0,0,0,0,0,1,0,0
1176,152_CIMG3888_1-10-2.JPG,1,0,0,0,0,0,0,0
1844,2012_03_IMG_6575_maize_diverse JM-R-Pn.JPG,1,0,1,0,0,0,0,0
664,20190313_153456.jpg,0,0,1,0,0,0,1,0
1772,2012_03_IMG_6524_maize_diverse JM-R-Pn.JPG,1,0,0,0,0,0,0,0
2154,20200309_092929.jpg,0,0,0,0,0,1,0,0
137,2019-03-13--Cedara-(DKB)-DSC_0305.JPG,1,0,1,0,0,0,0,0
2108,20200309_092757.jpg,0,0,1,0,0,0,0,0
232,2019-03-13--Cedara-(DKB)-DSC_0270.JPG,0,0,0,0,0,0,1,0
982,IMG_20190316_082719.jpg,0,0,1,0,0,0,0,0
2355,IMG_20200226_083838.jpg,1,0,0,0,0,0,0,0
2202,20200309_093022.jpg,1,0,0,0,0,0,0,0
966,IMG_20190316_083818.jpg,0,1,1,0,0,0,0,0
1984,20200309_091513.jpg,1,0,0,0,0,0,0,0
142,2019-03-13--Cedara-(DKB)-DSC_0068.JPG,1,0,0,0,0,0,0,0
1457,IMG_3693.JPG,0,1,0,0,0,0,0,0
167,2019-03-13--Cedara-(DKB)-DSC_0107.JPG,1,1,0,0,0,0,0,0
415,IMG_20190316_091120.jpg,0,0,0,1,0,0,0,0
614,20190313_120323.jpg,0,0,0,0,0,1,0,0
1857,2012_03_IMG_6412_maize_diverse JM-R-Pn.JPG,1,0,0,0,0,0,0,0
1221,173_CIMG3909_1-220-2.JPG,1,0,0,0,0,0,0,0
1986,20200309_093049.jpg,0,0,1,0,0,0,0,0
28,2019-03-13--Cedara-(DKB)-DSC_0280.JPG,0,0,1,1,0,0,0,0
2365,IMG_20200323_103940.jpg,1,0,0,0,0,0,0,0
379,IMG_20190316_090817.jpg,0,0,0,1,0,0,0,1
997,24_CIMG3759_1-42-1.JPG,1,0,0,0,0,0,0,0
301,2019-03-13--Cedara-(DKB)-DSC_0136.JPG,0,0,0,0,0,1,0,0
1611,2012_03_DSC1919_maize_diverse (1)-R-Pn-DK-28.JPG,0,0,0,0,0,1,0,0
1088,105_CIMG3841_1-140-2.JPG,1,0,0,0,0,0,0,0
138,2019-03-13--Cedara-(DKB)-DSC_0311.JPG,0,0,0,1,0,0,0,0
593,20190313_145528.jpg,0,0,0,1,0,0,0,0
881,IMG_20190316_091200.jpg,0,1,0,1,0,0,0,0
244,2019-03-13--Cedara-(DKB)-DSC_0275.JPG,0,1,0,0,0,0,0,0
1870,2012_03_IMG_6353_maize_diverse JM-C-Ac.JPG,1,0,0,0,0,0,0,0
1202,55_CIMG3790_1-186-2.JPG,1,0,0,0,0,0,0,0
1080,38_CIMG3773_1-362-1.JPG,1,0,0,0,0,0,0,0
1733,2012_03_IMG_6330_maize_diverse JM-C-Ac.JPG,1,0,0,0,0,0,0,0
1702,2012_03_IMG_6380_maize_diverse JM-C-Ac.JPG,1,0,1,0,0,0,0,0
648,20190313_113625.jpg,1,0,0,0,0,0,0,0
2277,IMG_20200323_103816.jpg,1,0,1,0,0,0,0,0
1337,IMG_3789.JPG,1,0,0,0,0,0,0,0
914,IMG_20190316_092530.jpg,1,0,0,1,0,0,0,1
572,20190313_141929.jpg,0,0,0,0,0,1,0,0
2182,20200309_092252.jpg,0,0,1,0,0,0,0,0
679,20190313_122909.jpg,0,0,0,0,0,1,0,0
488,IMG_20190316_083101.jpg,0,0,0,0,0,1,0,0
487,IMG_20190316_085910.jpg,0,1,0,1,0,0,0,0
1521,2012_03_DSC1916_maize_diverse-R-Pn-DK-28.JPG,1,0,0,0,0,0,1,0
1908,2012_03_IMG_6318_maize_diverse JM-C-Ac.JPG,1,0,1,0,0,0,0,0
553,20190313_145442.jpg,0,1,0,0,0,0,0,0
771,20190313_112210.jpg,0,0,0,0,0,1,0,1
157,2019-03-13--Cedara-(DKB)-DSC_0194.JPG,0,1,0,0,0,0,0,0
935,IMG_20190316_075331.jpg,1,1,1,0,0,0,0,0
1267,IMG_3831.JPG,1,1,0,0,0,0,0,0
1216,178a_CIMG3987_1-108-1.JPG,1,0,0,0,0,0,0,0
2308,IMG_20200302_111752.jpg,1,1,0,0,0,0,0,0
156,2019-03-13--Cedara-(DKB)-DSC_0139.JPG,0,0,0,0,0,1,0,0
2075,20200309_091330.jpg,1,1,0,0,0,0,0,0
1077,149_CIMG3885_1-SC-1.JPG,1,0,0,0,0,0,0,0
331,IMG_20190316_094112.jpg,0,1,0,0,0,0,0,0
309,IMG_20190316_080002.jpg,0,0,0,1,0,0,0,0
910,IMG_20190316_083725.jpg,0,1,1,0,0,0,0,1
1191,200_CIMG3936_1-166-2.JPG,0,0,0,0,0,0,0,1
2157,20200309_102756.jpg,1,1,0,0,0,0,0,0
1432,IMG_3657.JPG,0,0,0,0,0,0,0,1
883,IMG_0838.JPG,0,1,0,0,0,0,0,0
388,IMG_20190316_094059.jpg,0,1,1,0,0,0,0,0
1340,IMG_3679.JPG,1,0,0,0,0,0,0,0
1880,2012_03_IMG_6519_maize_diverse JM-R-Pn.JPG,0,1,1,0,0,0,0,0
2218,20200309_090451.jpg,1,0,0,0,0,0,0,1
1103,115_CIMG3851_1-322-2.JPG,1,0,0,0,0,0,0,0
920,IMG_20190316_091501.jpg,0,0,0,1,0,0,0,0
1656,2012_03_DSC1768_maize_diverse-C-AC-DK-273.JPG,0,0,0,0,0,0,1,0
1798,2012_03_IMG_6301_maize_diverse JM-C-Ac.JPG,1,1,0,0,0,0,0,0
595,20190313_110651.jpg,0,0,0,0,0,1,1,0
15,2019-03-13--Cedara-(DKB)-DSC_0031.JPG,0,0,0,0,0,1,0,0
1087,128_CIMG3864_1-7-2.JPG,1,0,0,0,0,0,0,1
158,2019-03-13--Cedara-(DKB)-DSC_0084.JPG,0,0,0,0,0,1,0,0
1452,IMG_3620.JPG,0,0,1,0,0,0,0,0
444,IMG_20190316_084528.jpg,0,1,0,0,0,0,0,0
1126,88_CIMG3823_1-115-2.JPG,1,0,0,0,0,0,0,0
494,IMG_20190316_085648.jpg,0,1,0,1,0,0,0,0
1451,IMG_3850.JPG,1,0,0,1,0,0,0,0
1598,2012_03_DSC1914_maize_diverse-R-Pn-DK-28.JPG,1,0,0,0,0,0,0,0
1721,2012_03_IMG_6482_maize_diverse JM-R-Pn.JPG,1,0,0,0,0,0,0,0
1408,IMG_3761.JPG,1,0,0,0,0,0,0,0
418,IMG_20190316_091135.jpg,0,0,1,1,0,0,0,0
1680,2012_03_DSC1932_maize_diverse-R-Pn-DK-28.JPG,0,0,0,0,0,1,0,0
1019,232_CIMG3969_1-387-2.JPG,1,0,0,0,0,0,0,1
450,IMG_20190316_091506.jpg,0,1,0,1,0,0,0,0
1330,IMG_3785.JPG,1,0,1,0,0,0,1,0
2170,20200309_093553.jpg,0,0,1,0,0,0,0,0
1306,IMG_3635.JPG,0,1,1,1,0,0,0,0
1397,IMG_3744.JPG,1,0,0,0,0,0,0,0
1043,29_CIMG3764_1-127-2.JPG,1,0,0,0,0,0,0,0
1500,IMG_20190227_113301.jpg,0,1,1,0,0,0,0,0
672,20190313_145823.jpg,1,0,0,0,0,0,0,0
2084,20200309_092848.jpg,1,0,0,0,0,0,0,0
484,IMG_20190316_091729.jpg,0,0,1,1,0,0,0,0
1503,IMG_20190227_113118.jpg,0,1,1,0,0,0,0,0
455,IMG_20190316_091840.jpg,0,0,0,1,0,0,0,0
2024,20200309_093028.jpg,0,0,0,0,0,1,0,0
2090,20200309_103112.jpg,1,0,0,0,0,0,0,0
754,20190313_152638.jpg,1,0,0,0,0,0,1,0
2019,20200309_103035.jpg,0,0,0,0,0,1,0,0
395,IMG_20190316_085559.jpg,0,0,0,1,0,0,0,0
821,IMG_20190316_084324.jpg,0,0,0,1,0,0,0,0
1954,20200309_093439.jpg,1,0,0,0,0,0,0,0
14,2019-03-13--Cedara-(DKB)-DSC_0304.JPG,0,0,0,0,0,0,0,1
2262,20200309_093450(0).jpg,1,0,1,0,0,0,0,0
1582,2012_03_DSC1940_maize_diverse-R-Pn-DK-28.JPG,0,0,0,0,0,0,1,1
1501,IMG_20190227_112725.jpg,0,0,1,0,0,0,0,1
2346,IMG_20200309_105522.jpg,1,0,0,0,0,0,0,0
1542,2012_03_DSC1993_maize_diverse-R-Pn-DK-28.JPG,0,0,0,0,0,0,1,1
720,20190313_144941.jpg,1,0,1,0,0,1,1,0
2269,20200309_093555.jpg,1,0,0,1,0,0,0,0
1576,2012_03_DSC1710_maize_diverse (1)-C-AC-DK-273.JPG,1,0,0,0,0,0,1,0
783,20190313_145945.jpg,1,0,0,0,0,0,1,0
130,2019-03-13--Cedara-(DKB)-DSC_0302.JPG,0,0,0,0,0,0,0,1
1946,20200309_102949.jpg,0,0,0,0,1,0,1,0
1525,2012_03_DSC1889_maize_diverse-R-Pn-DK-28.JPG,1,0,1,0,0,0,0,0
2301,IMG_20200302_111749.jpg,1,1,0,0,0,0,0,0
463,IMG_20190316_084445.jpg,0,0,1,0,0,0,0,0
1400,IMG_3637.JPG,0,0,1,0,0,0,1,0
303,2019-03-13--Cedara-(DKB)-DSC_0022.JPG,0,0,0,0,0,1,0,0
2022,20200309_092600.jpg,0,0,0,0,0,0,0,1
1601,2012_03_DSC1975_maize_diverse-R-Pn-DK-28.JPG,0,0,0,0,0,0,0,1
1818,2012_03_IMG_6490_maize_diverse JM-R-Pn.JPG,0,0,1,0,0,0,1,0
1942,20200309_103352.jpg,0,0,0,0,0,1,0,0
112,2019-03-13--Cedara-(DKB)-DSC_0186.JPG,1,0,1,0,0,0,1,0
1282,IMG_3652.JPG,0,1,0,0,0,0,0,0
981,IMG_20190316_084320.jpg,0,0,0,1,0,0,0,1
629,20190313_122211.jpg,0,0,0,0,0,1,0,0
291,2019-03-13--Cedara-(DKB)-DSC_0175.JPG,0,0,0,0,0,1,0,0
121,2019-03-13--Cedara-(DKB)-DSC_0140.JPG,0,1,0,0,0,0,0,1
1347,IMG_3724.JPG,1,1,0,0,0,0,0,0
824,IMG_20190316_081915.jpg,0,0,1,0,0,0,0,1
1322,IMG_3684.JPG,1,1,0,0,0,0,0,0
339,IMG_20190316_082056.jpg,0,0,1,0,0,0,0,0
858,IMG_20190316_092551.jpg,0,1,0,1,0,0,0,0
348,IMG_20190316_084016.jpg,0,0,0,0,0,1,0,0
1179,213_CIMG3950_1-175-2.JPG,1,0,0,0,0,0,0,0
249,2019-03-13--Cedara-(DKB)-DSC_0253.JPG,0,0,0,0,1,0,1,0
833,IMG_20190316_090212.jpg,0,1,0,1,0,0,0,0
1307,IMG_3677.JPG,1,1,0,0,0,0,0,0
1533,2012_03_DSC1953_maize_diverse-R-Pn-DK-28.JPG,1,0,0,0,0,0,0,0
1983,20200309_092727.jpg,0,0,0,0,0,0,0,1
189,2019-03-13--Cedara-(DKB)-DSC_0044.JPG,1,0,0,0,0,0,0,0
200,2019-03-13--Cedara-(DKB)-DSC_0189.JPG,0,0,0,0,0,1,0,0
747,20190313_142054.jpg,0,0,0,0,0,1,1,0
1398,IMG_3654.JPG,0,0,1,0,0,0,1,0
634,20190313_115020.jpg,1,0,0,0,0,0,0,0
2178,20200309_091001.jpg,1,0,0,0,0,0,0,1
1020,226_CIMG3963_1-153-2.JPG,1,0,0,0,0,0,0,0
2268,20200309_090833.jpg,0,0,1,0,0,0,0,0
922,IMG_20190316_090714.jpg,0,1,1,0,0,0,0,1
684,20190313_153626.jpg,0,0,0,0,0,1,1,0
1944,20200309_093104.jpg,1,0,0,0,0,0,1,1
2344,IMG_20200226_083655.jpg,1,0,0,0,0,0,0,0
584,20190313_121527.jpg,1,0,0,0,0,0,0,0
1971,20200309_090710.jpg,0,0,0,0,0,1,0,0
87,2019-03-13--Cedara-(DKB)-DSC_0073.JPG,1,0,0,0,0,0,0,0
1269,IMG_3843.JPG,0,1,0,0,0,0,0,0
540,20190313_122156.jpg,1,0,0,0,0,0,0,0
307,2019-03-13--Cedara-(DKB)-DSC_0237.JPG,0,0,0,1,0,0,0,0
1175,109_CIMG3845_1-156-2.JPG,1,0,0,0,0,0,0,0
467,IMG_20190316_083337.jpg,0,1,1,0,0,0,0,0
441,IMG_20190316_081148.jpg,0,0,1,0,0,0,0,0
183,2019-03-13--Cedara-(DKB)-DSC_0116.JPG,0,0,0,0,0,1,0,0
1840,2012_03_IMG_6568_maize_diverse JM-R-Pn.JPG,0,0,1,0,0,0,0,0
462,IMG_20190316_082957.jpg,0,0,1,0,0,0,0,0
1091,216_CIMG3953_1-298-2.JPG,1,0,0,0,0,0,0,1
8,2019-03-13--Cedara-(DKB)-DSC_0205.JPG,0,0,0,1,0,0,0,0
1622,2012_03_DSC1908_maize_diverse-R-Pn-DK-28.JPG,0,0,0,0,0,0,0,1
2361,IMG_20200302_112004.jpg,0,0,0,0,0,0,0,1
693,20190313_121258.jpg,0,0,0,0,0,1,1,0
2345,IMG_20200226_084654.jpg,1,0,0,0,0,0,0,0
1156,112_CIMG3848_1-203-1.JPG,1,0,0,0,0,0,0,0
865,IMG_20190316_090538.jpg,0,0,0,0,0,0,0,1
1018,89_CIMG3824_1-57-1.JPG,1,0,0,0,0,0,0,0
1981,20200309_093108.jpg,0,0,0,0,0,1,0,0
866,IMG_20190316_082454.jpg,0,0,0,0,0,1,0,0
1392,IMG_3870.JPG,0,1,0,0,0,0,0,0
2002,20200309_102137.jpg,1,1,0,0,0,0,0,0
666,20190313_144454.jpg,0,0,0,0,0,1,1,0
72,2019-03-13--Cedara-(DKB)-DSC_0230.JPG,0,0,0,1,0,0,0,0
1797,2012_03_IMG_6417_maize_diverse JM-R-Pn.JPG,1,0,1,0,0,0,0,0
1709,2012_03_IMG_6531_maize_diverse JM-R-Pn.JPG,1,0,1,0,0,0,0,0
1109,69_CIMG3804_1-193-2.JPG,1,0,0,0,0,0,0,0
2013,20200309_090744.jpg,0,0,0,0,0,1,0,0
1635,2012_03_DSC1772_maize_diverse-C-AC-DK-273.JPG,0,0,0,0,0,0,0,1
1250,IMG_3619.JPG,0,0,1,0,0,0,0,0
1481,IMG_20190227_113220.jpg,0,1,1,0,0,0,0,0
2313,IMG_20200226_084057.jpg,1,0,0,0,0,0,0,0
1279,IMG_3799.JPG,0,1,0,0,0,0,1,0
1787,2012_03_IMG_6465_maize_diverse JM-R-Pn.JPG,0,0,0,0,0,0,1,0
1070,30_CIMG3765_1-207-1.JPG,1,0,0,0,0,0,0,0
1909,2012_03_IMG_6290_maize_diverse JM-C-Ac.JPG,0,0,0,0,0,0,0,1
33,2019-03-13--Cedara-(DKB)-DSC_0288.JPG,1,0,0,0,0,0,0,0
694,20190313_153357.jpg,0,0,0,1,0,0,0,0
1914,2012_03_IMG_6365_maize_diverse JM (1)-C-Ac.JPG,1,0,0,0,0,0,0,0
716,20190313_153544.jpg,0,0,0,0,0,0,1,0
1773,2012_03_IMG_6473_maize_diverse JM-R-Pn.JPG,1,0,0,0,0,0,0,0
746,20190313_111842.jpg,0,0,1,0,0,0,0,0
1671,2012_03_DSC2001_maize_diverse-R-Pn-DK-28.JPG,1,0,0,0,0,0,0,0
1720,2012_03_IMG_6507_maize_diverse JM-R-Pn.JPG,1,0,1,0,0,0,0,0
2036,20200309_102014.jpg,0,0,0,0,0,0,1,0
793,IMG_20190316_082814.jpg,0,0,1,0,0,0,0,0
2095,20200309_093615.jpg,0,0,0,1,0,0,0,1
88,2019-03-13--Cedara-(DKB)-DSC_0182.JPG,0,1,1,0,0,0,0,0
2323,IMG_20200129_103643.jpg,0,0,0,0,0,1,0,0
1325,IMG_3676.JPG,1,1,0,0,0,0,0,0
633,20190313_120352.jpg,0,0,0,0,0,1,0,0
961,IMG_20190316_081817.jpg,0,1,1,0,0,0,1,0
282,2019-03-13--Cedara-(DKB)-DSC_0026.JPG,0,0,1,0,0,0,1,0
1938,20200309_092821.jpg,1,0,0,0,0,0,0,0
1082,228_CIMG3965_1-333-2.JPG,1,0,0,0,0,0,0,0
2034,20200309_093815.jpg,0,0,0,0,0,0,1,1
398,IMG_20190316_091030.jpg,0,1,0,1,0,0,0,0
1717,2012_03_IMG_6293_maize_diverse JM (1)-C-Ac.JPG,1,0,0,0,0,0,0,0
210,2019-03-13--Cedara-(DKB)-DSC_0161.JPG,0,1,0,0,0,0,0,0
1904,2012_03_IMG_6553_maize_diverse JM-R-Pn.JPG,1,0,0,0,0,0,0,0
1544,2012_03_DSC1783_maize_diverse-C-AC-DK-273.JPG,1,0,0,0,0,0,1,0
1741,2012_03_IMG_6268_maize_diverse JM-C-Ac.JPG,1,0,0,0,0,0,0,0
1102,178_CIMG3914_1-320-2.JPG,1,0,0,0,0,0,0,0
2065,20200309_101844.jpg,1,1,0,0,0,0,0,0
2371,IMG_20200302_131328.jpg,1,0,0,0,0,0,0,0
1028,218_CIMG3955_1-382-2.JPG,1,0,0,0,0,0,0,0
719,20190313_144700.jpg,0,0,1,0,0,0,1,0
422,IMG_20190316_074142.jpg,0,1,0,0,0,0,0,0
929,IMG_20190316_091024.jpg,0,1,0,0,0,0,0,0
1966,20200309_092717.jpg,1,0,1,0,0,0,0,0
789,IMG_20190316_085223.jpg,0,0,1,0,0,0,0,0
1,2019-03-13--Cedara-(DKB)-DSC_0086.JPG,0,0,0,0,0,0,0,1
738,20190313_142507.jpg,0,0,0,0,0,0,0,1
385,IMG_20190316_084722.jpg,0,0,1,1,0,0,0,0
1625,2012_03_DSC1744_maize_diverse-C-AC-DK-273.JPG,0,0,0,0,0,1,0,0
380,IMG_20190316_085335.jpg,0,0,1,1,0,0,0,0
323,IMG_20190316_091951.jpg,0,0,0,1,0,0,0,0
11,2019-03-13--Cedara-(DKB)-DSC_0283.JPG,0,0,0,0,0,0,0,1
685,20190313_142616.jpg,0,1,0,0,0,0,0,0
2143,20200309_092059.jpg,0,0,0,1,0,0,0,0
2042,20200309_090635.jpg,1,0,0,0,0,0,0,1
546,20190313_152324.jpg,1,1,0,0,0,0,0,1
1659,2012_03_DSC1981_maize_diverse (1)-R-Pn-DK-28.JPG,1,0,1,0,0,0,0,0
1551,2012_03_DSC1922_maize_diverse-R-Pn-DK-28.JPG,1,0,0,0,0,0,0,0
1512,IMG_20190227_113349.jpg,0,1,1,0,0,0,1,0
1969,20200309_103041.jpg,0,0,0,0,0,1,1,0
1428,IMG_3797.JPG,0,1,0,0,0,0,1,0
252,2019-03-13--Cedara-(DKB)-DSC_0276.JPG,1,1,1,0,0,0,0,0
70,2019-03-13--Cedara-(DKB)-DSC_0138.JPG,0,0,0,0,0,1,0,0
468,IMG_20190316_083557.jpg,0,0,1,0,0,0,0,0
1688,2012_03_DSC1917_maize_diverse-R-Pn-DK-28.JPG,0,0,0,0,0,0,0,1
1628,2012_03_DSC1903_maize_diverse-R-Pn-DK-28.JPG,0,0,1,0,0,0,0,1
817,IMG_20190316_085556.jpg,0,0,0,1,0,0,0,0
1220,110_CIMG3846_1-109-1.JPG,1,1,0,0,0,0,0,0
78,2019-03-13--Cedara-(DKB)-DSC_0263.JPG,0,0,0,0,0,1,0,0
1121,45_CIMG3780_1-327-1.JPG,0,0,0,0,0,0,0,1
1677,2012_03_DSC1731_maize_diverse-C-AC-DK-273.JPG,1,0,1,0,0,0,0,0
963,IMG_20190316_091348.jpg,0,1,0,0,0,0,0,0
1478,IMG_20190227_113409.jpg,1,1,1,0,0,0,0,0
124,2019-03-13--Cedara-(DKB)-DSC_0267.JPG,1,0,0,0,0,0,0,0
1530,2012_03_DSC1728_maize_diverse-C-AC-DK-273.JPG,1,0,0,0,0,0,1,0
237,2019-03-13--Cedara-(DKB)-DSC_0206.JPG,1,0,0,0,0,0,0,0
1120,224_CIMG3961_1-153-2.JPG,1,0,0,0,0,0,0,0
1623,2012_03_DSC1902_maize_diverse-R-Pn-DK-28.JPG,0,0,0,0,0,0,0,1
101,2019-03-13--Cedara-(DKB)-DSC_0015.JPG,0,0,0,0,0,0,0,1
1998,20200309_101731.jpg,0,1,0,0,0,0,0,0
370,IMG_20190316_090713.jpg,0,0,1,1,0,0,0,0
1808,2012_03_IMG_6479_maize_diverse JM-R-Pn.JPG,1,0,0,0,0,0,0,0
1210,225_CIMG3962_1-153-2.JPG,1,0,0,0,0,0,0,0
1213,19_CIMG3753_1-383-1.JPG,1,0,0,0,0,0,0,0
1902,2012_03_IMG_6440_maize_diverse JM-R-Pn.JPG,0,0,0,0,0,0,0,1
1178,96_CIMG3831_1-366-1.JPG,0,0,0,0,0,0,0,1
188,2019-03-13--Cedara-(DKB)-DSC_0085.JPG,0,0,0,0,0,1,0,0
2159,20200309_102130.jpg,1,1,0,0,0,0,0,0
2128,20200309_091921.jpg,0,1,0,0,0,0,0,0
1556,2012_03_DSC1913_maize_diverse-R-Pn-DK-28.JPG,0,0,1,0,0,0,0,0
707,20190313_142755.jpg,1,0,0,0,0,0,0,0
2260,20200309_093527.jpg,0,0,0,0,0,1,0,0
474,IMG_20190316_075554.jpg,0,1,1,0,0,0,0,0
145,2019-03-13--Cedara-(DKB)-DSC_0076.JPG,1,1,0,0,0,0,0,0
215,2019-03-13--Cedara-(DKB)-DSC_0208.JPG,0,0,0,0,1,0,0,0
1169,67_CIMG3802_1-160-2.JPG,1,0,0,0,0,0,0,0
1744,2012_03_IMG_6500_maize_diverse JM-R-Pn.JPG,1,0,0,0,0,0,0,0
218,2019-03-13--Cedara-(DKB)-DSC_0314.JPG,0,0,0,1,0,0,0,0
1700,2012_03_IMG_6398_maize_diverse JM-C-Ac.JPG,0,0,0,0,0,0,0,1
401,IMG_20190316_090430.jpg,0,0,0,0,0,1,0,0
477,IMG_20190316_090008.jpg,0,0,1,0,0,0,0,0
9,2019-03-13--Cedara-(DKB)-DSC_0007.JPG,0,0,1,1,0,0,0,0
1013,103_CIMG3838_1-43-1.JPG,1,0,0,0,0,0,0,0
2098,20200309_092530.jpg,0,0,0,0,0,1,0,0
1711,2012_03_IMG_6352_maize_diverse JM-C-Ac.JPG,1,0,0,0,0,0,0,0
741,20190313_143452.jpg,1,0,0,0,0,0,0,0
1141,105_CIMG3840_1-140-1.JPG,1,0,0,0,0,0,0,0
901,IMG_20190316_090225.jpg,0,0,0,1,0,0,0,0
1492,IMG_20190227_113224.jpg,1,1,0,0,0,0,0,1
1775,2012_03_IMG_6463_maize_diverse JM-R-Pn.JPG,1,0,1,0,0,0,0,0
1597,2012_03_DSC1686_maize_diverse-C-AC-DK-273.JPG,1,0,0,0,0,0,0,0
1308,IMG_3735.JPG,1,0,0,0,0,0,0,0
1864,2012_03_IMG_6456_maize_diverse JM-R-Pn.JPG,1,1,1,0,0,0,0,0
1664,2012_03_DSC1708_maize_diverse-C-AC-DK-273.JPG,0,0,0,0,0,0,0,1
41,2019-03-13--Cedara-(DKB)-DSC_0264.JPG,0,0,0,0,0,1,1,0
405,IMG_20190316_084057.jpg,0,0,0,0,0,0,0,1
1342,IMG_3846.JPG,0,0,0,0,0,1,0,0
459,IMG_20190316_091204.jpg,0,1,1,0,0,0,0,0
475,IMG_20190316_083231.jpg,0,0,0,0,0,0,0,1
246,2019-03-13--Cedara-(DKB)-DSC_0204.JPG,0,0,0,0,0,0,1,0
1967,20200309_092621.jpg,1,0,0,0,0,0,0,0
2254,20200309_090326.jpg,1,0,0,0,0,0,1,0
316,IMG_20190316_085540.jpg,0,0,1,1,0,0,0,0
1561,2012_03_DSC1754_maize_diverse-C-AC-DK-273.JPG,1,1,0,0,0,0,0,0
125,2019-03-13--Cedara-(DKB)-DSC_0023.JPG,0,0,0,0,0,1,0,0
2245,20200309_090750.jpg,1,0,0,0,0,0,0,0
2266,20200309_103304.jpg,0,0,0,0,0,1,0,1
1479,IMG_20190227_113106.jpg,0,1,0,0,0,0,1,1
1657,2012_03_DSC1893_maize_diverse-R-Pn-DK-28.JPG,0,0,0,0,0,1,0,0
732,20190313_143326.jpg,0,1,0,0,0,0,1,0
397,IMG_20190316_091803.jpg,0,0,0,1,0,0,0,0
85,2019-03-13--Cedara-(DKB)-DSC_0053.JPG,1,0,0,0,0,0,0,0
2122,20200309_092843.jpg,0,0,1,0,0,0,0,0
1708,2012_03_IMG_6296_maize_diverse JM-C-Ac.JPG,0,0,0,0,0,1,0,0
1715,2012_03_IMG_6527_maize_diverse JM-R-Pn.JPG,1,0,1,0,0,0,0,0
2312,IMG_20200309_105536.jpg,1,0,0,0,0,0,0,0
1962,20200309_092905.jpg,1,0,1,0,0,0,0,0
1792,2012_03_IMG_6563_maize_diverse JM-R-Pn.JPG,0,0,0,0,0,0,1,1
333,IMG_20190316_090353.jpg,0,0,0,0,0,1,0,0
562,20190313_152620.jpg,0,1,0,0,0,0,0,0
1222,99_CIMG3834_1-135-1.JPG,1,0,0,0,0,0,0,0
421,IMG_20190316_083118.jpg,0,0,1,0,0,0,0,0
1224,IMG_3855.JPG,0,1,1,0,0,0,0,0
2362,IMG_20200226_084321.jpg,0,1,0,0,0,0,0,0
490,IMG_20190316_081718.jpg,0,1,1,1,0,0,0,0
1182,15_CIMG3749_1-330-1.JPG,1,0,0,0,0,0,0,0
2014,20200309_090624.jpg,1,0,0,0,0,0,0,0
1108,121_CIMG3857_1-19-1.JPG,1,0,0,0,0,0,0,0
674,20190313_115307.jpg,1,0,0,0,0,0,0,0
1048,22_CIMG3756_1-361-1.JPG,0,0,0,0,0,0,0,1
1849,2012_03_IMG_6447_maize_diverse JM-R-Pn.JPG,1,0,0,0,0,0,0,1
292,2019-03-13--Cedara-(DKB)-DSC_0173.JPG,0,0,0,0,0,0,1,0
934,IMG_20190316_094039.jpg,0,0,0,1,0,0,0,0
1086,177_CIMG3913_1-320-1.JPG,1,1,0,0,0,0,0,0
608,20190313_120645.jpg,1,0,0,0,0,0,0,0
870,IMG_20190316_091905.jpg,0,0,0,1,0,0,1,0
846,IMG_20190316_090341.jpg,0,0,0,0,0,1,1,0
1940,20200309_103348.jpg,0,0,0,0,0,1,0,0
426,IMG_20190316_074307.jpg,0,1,0,0,1,0,0,0
1862,2012_03_IMG_6374_maize_diverse JM-C-Ac.JPG,0,0,0,0,0,0,0,1
2020,20200309_093122.jpg,0,0,0,0,0,0,1,0
2204,20200309_103531.jpg,1,0,0,0,0,0,0,0
849,IMG_20190316_092707.jpg,0,1,0,1,0,0,0,0
959,IMG_20190316_092523.jpg,0,1,0,0,0,0,0,0
2297,IMG_20200302_131339.jpg,1,0,0,0,0,0,0,0
1534,2012_03_DSC1965_maize_diverse-R-Pn-DK-28.JPG,1,0,0,0,0,0,1,0
127,2019-03-13--Cedara-(DKB)-DSC_0111.JPG,1,0,0,0,0,0,0,0
466,IMG_20190316_085358.jpg,0,0,0,1,0,0,0,0
1425,IMG_3697.JPG,1,1,0,0,0,0,0,0
1465,IMG_3701.JPG,1,0,0,0,0,0,1,0
446,IMG_20190316_093851.jpg,0,0,0,1,0,0,0,0
537,20190313_143051.jpg,1,0,0,0,0,0,0,0
869,IMG_20190316_091514.jpg,0,1,0,1,0,0,0,0
432,IMG_20190316_074415.jpg,0,0,1,0,0,0,0,0
